customer_id,signup_days_ago,tenure_months,plan_type,monthly_fee,usage_minutes,num_support_calls,contract_type,payment_method,last_active_days_ago,churned,is_premium,support_calls_per_month,recent_activity_flag
C103641,966,31,standard,40,347,1,monthly,card,334,0,0,0.032,0
C103642,141,6,basic,20,290,1,monthly,bank_transfer,137,0,0,0.167,0
C103643,1066,34,standard,40,378,1,monthly,card,487,0,0,0.029,0
C103644,1446,50,premium,80,405,1,monthly,bank_transfer,575,0,1,0.02,0
C103645,529,19,basic,20,343,1,monthly,card,145,0,0,0.053,0
C103646,961,32,premium,80,346,0,monthly,upi,897,0,1,0.0,0
C103647,627,19,standard,40,308,1,monthly,card,408,0,0,0.053,0
C103648,263,7,premium,80,317,0,monthly,card,84,0,1,0.0,0
C103649,631,21,standard,40,320,0,monthly,card,562,0,0,0.0,0
C103650,343,12,basic,20,317,1,monthly,upi,94,1,0,0.083,0
C103651,595,18,premium,80,357,0,monthly,card,8,0,1,0.0,1
C103652,1065,33,basic,20,347,1,monthly,card,858,0,0,0.03,0
C103653,238,7,basic,20,346,1,monthly,card,88,0,0,0.143,0
C103654,1067,34,basic,20,336,2,monthly,upi,218,0,0,0.059,0
C103655,1686,57,basic,20,394,0,monthly,card,841,0,0,0.0,0
C103656,1471,48,standard,40,409,0,monthly,card,349,0,0,0.0,0
C103657,1490,51,standard,40,416,0,monthly,card,404,0,0,0.0,0
C103658,1430,45,premium,80,386,0,annual,card,1184,0,1,0.0,0
C103659,1073,35,basic,20,379,0,monthly,card,42,0,0,0.0,0
C103660,616,22,premium,80,327,0,monthly,card,473,0,1,0.0,0
C103661,1965,66,premium,80,396,1,monthly,card,1781,0,1,0.015,0
C103662,1808,62,basic,20,425,0,monthly,bank_transfer,257,1,0,0.0,0
C103663,1788,61,basic,20,441,0,monthly,upi,1182,1,0,0.0,0
C103664,1044,35,standard,40,344,0,monthly,card,851,1,0,0.0,0
C103665,1123,39,standard,40,393,0,monthly,card,1068,0,0,0.0,0
C103666,1877,62,standard,40,431,0,annual,card,1344,1,0,0.0,0
C103667,1264,41,standard,40,367,0,monthly,bank_transfer,1013,0,0,0.0,0
C103668,1154,40,basic,20,375,1,monthly,card,434,0,0,0.025,0
C103669,727,24,basic,20,331,0,annual,upi,707,0,0,0.0,0
C103670,161,4,standard,40,334,0,annual,card,17,0,0,0.0,0
C103671,1676,54,basic,20,391,1,monthly,card,1320,0,0,0.019,0
C103672,1434,49,standard,40,436,0,annual,card,68,0,0,0.0,0
C103673,1185,39,standard,40,370,0,annual,upi,1048,0,0,0.0,0
C103674,1073,37,standard,40,374,1,annual,upi,567,0,0,0.027,0
C103675,1959,66,premium,80,411,1,monthly,upi,512,0,1,0.015,0
C103676,565,17,basic,20,342,0,monthly,bank_transfer,182,0,0,0.0,0
C103677,1043,36,standard,40,362,0,monthly,card,53,0,0,0.0,0
C103678,256,7,standard,40,291,1,annual,card,80,0,0,0.143,0
C103679,1207,40,premium,80,391,0,monthly,card,159,0,1,0.0,0
C103680,1858,59,standard,40,423,0,monthly,bank_transfer,1409,0,0,0.0,0
C103681,1795,61,basic,20,387,1,monthly,card,1472,0,0,0.016,0
C103682,1522,52,premium,80,404,1,monthly,bank_transfer,737,1,1,0.019,0
C103683,851,27,standard,40,344,0,monthly,card,263,0,0,0.0,0
C103684,900,30,basic,20,385,0,monthly,bank_transfer,620,0,0,0.0,0
C103685,434,15,standard,40,338,0,monthly,upi,308,0,0,0.0,0
C103686,231,7,premium,80,331,1,monthly,bank_transfer,43,0,1,0.143,0
C103687,67,4,standard,40,291,0,monthly,upi,27,0,0,0.0,0
C103688,971,33,basic,20,335,0,annual,card,146,0,0,0.0,0
C103689,1825,60,standard,40,396,1,monthly,card,1463,0,0,0.017,0
C103690,217,5,standard,40,302,0,monthly,upi,147,0,0,0.0,0
C103691,1110,36,standard,40,375,0,annual,card,710,1,0,0.0,0
C103692,970,32,basic,20,367,0,monthly,card,745,0,0,0.0,0
C103693,1073,35,basic,20,394,0,monthly,card,546,0,0,0.0,0
C103694,302,8,standard,40,305,0,monthly,bank_transfer,208,0,0,0.0,0
C103695,1172,41,standard,40,333,0,monthly,card,871,0,0,0.0,0
C103696,612,19,basic,20,323,1,monthly,card,574,1,0,0.053,0
C103697,545,18,basic,20,325,0,monthly,upi,81,0,0,0.0,0
C103698,1274,43,basic,20,377,1,monthly,upi,262,0,0,0.023,0
C103699,555,18,standard,40,319,0,monthly,card,38,0,0,0.0,0
C103700,1568,51,basic,20,391,0,monthly,bank_transfer,285,0,0,0.0,0
C103701,1781,59,basic,20,421,1,monthly,upi,22,0,0,0.017,0
C103702,1794,57,basic,20,452,1,monthly,card,1619,1,0,0.018,0
C103703,365,12,standard,40,330,1,monthly,card,302,0,0,0.083,0
C103704,727,24,basic,20,355,0,monthly,card,205,0,0,0.0,0
C103705,1108,37,basic,20,411,0,monthly,bank_transfer,94,0,0,0.0,0
C103706,529,15,premium,80,337,0,monthly,card,474,0,1,0.0,0
C103707,929,28,basic,20,361,0,annual,bank_transfer,574,0,0,0.0,0
C103708,1941,64,basic,20,452,1,annual,bank_transfer,1399,0,0,0.016,0
C103709,795,27,premium,80,358,0,annual,card,136,0,1,0.0,0
C103710,565,18,basic,20,312,3,monthly,card,150,1,0,0.167,0
C103711,191,6,standard,40,309,0,monthly,card,116,1,0,0.0,0
C103712,1723,56,basic,20,412,0,monthly,card,702,0,0,0.0,0
C103713,623,19,standard,40,365,0,monthly,card,201,0,0,0.0,0
C103714,1968,66,basic,20,457,0,monthly,card,942,0,0,0.0,0
C103715,188,8,standard,40,319,0,monthly,bank_transfer,86,0,0,0.0,0
C103716,1241,40,basic,20,386,2,monthly,card,73,0,0,0.05,0
C103717,89,4,basic,20,291,1,monthly,card,65,0,0,0.25,0
C103718,944,29,standard,40,357,0,monthly,card,548,0,0,0.0,0
C103719,1870,61,premium,80,423,1,annual,card,636,0,1,0.016,0
C103720,1372,44,basic,20,408,1,monthly,bank_transfer,999,1,0,0.023,0
C103721,1931,65,standard,40,450,1,monthly,card,997,0,0,0.015,0
C103722,240,10,basic,20,327,0,monthly,card,165,0,0,0.0,0
C103723,435,13,standard,40,302,0,monthly,bank_transfer,0,0,0,0.0,1
C103724,693,22,basic,20,351,0,monthly,card,337,0,0,0.0,0
C103725,1162,39,standard,40,372,0,monthly,card,290,0,0,0.0,0
C103726,1129,38,basic,20,398,0,monthly,bank_transfer,70,0,0,0.0,0
C103727,571,21,basic,20,352,2,annual,card,107,0,0,0.095,0
C103728,1367,43,basic,20,414,0,monthly,card,597,0,0,0.0,0
C103729,1027,32,basic,20,353,1,monthly,card,202,0,0,0.031,0
C103730,1170,39,premium,80,373,0,annual,card,568,0,1,0.0,0
C103731,956,30,premium,80,363,0,monthly,bank_transfer,81,1,1,0.0,0
C103732,897,31,standard,40,360,0,monthly,bank_transfer,163,0,0,0.0,0
C103733,1757,57,basic,20,419,0,annual,upi,929,0,0,0.0,0
C103734,48,3,basic,20,302,0,monthly,card,12,0,0,0.0,1
C103735,461,17,standard,40,298,1,monthly,upi,182,1,0,0.059,0
C103736,1738,59,premium,80,422,0,monthly,bank_transfer,179,0,1,0.0,0
C103737,769,24,basic,20,333,0,annual,card,597,0,0,0.0,0
C103738,1403,47,standard,40,396,1,monthly,upi,471,0,0,0.021,0
C103739,212,6,premium,80,308,0,monthly,card,110,0,1,0.0,0
C103740,142,6,premium,80,305,0,monthly,card,44,0,1,0.0,0
C103741,1236,41,basic,20,372,0,monthly,card,531,0,0,0.0,0
C103742,510,15,basic,20,309,0,monthly,bank_transfer,453,0,0,0.0,0
C103743,1199,41,basic,20,394,1,annual,card,608,0,0,0.024,0
C103744,860,28,standard,40,341,1,monthly,card,430,0,0,0.036,0
C103745,1681,57,basic,20,435,1,monthly,upi,1381,0,0,0.018,0
C103746,1166,40,basic,20,407,0,monthly,card,1082,0,0,0.0,0
C103747,792,26,standard,40,353,0,monthly,card,223,0,0,0.0,0
C103748,505,18,basic,20,343,0,monthly,upi,397,0,0,0.0,0
C103749,792,25,basic,20,363,0,monthly,card,188,0,0,0.0,0
C103750,1356,45,standard,40,413,0,monthly,card,58,0,0,0.0,0
C103751,1000,32,standard,40,369,0,monthly,bank_transfer,7,0,0,0.0,1
C103752,1878,61,standard,40,412,0,monthly,card,1507,0,0,0.0,0
C103753,1049,34,basic,20,364,0,monthly,upi,824,1,0,0.0,0
C103754,1171,37,standard,40,363,1,monthly,card,405,0,0,0.027,0
C103755,1866,62,standard,40,428,1,monthly,bank_transfer,613,0,0,0.016,0
C103756,190,4,basic,20,284,1,monthly,card,83,0,0,0.25,0
C103757,430,16,standard,40,361,0,monthly,card,20,0,0,0.0,0
C103758,227,9,basic,20,344,0,monthly,card,127,1,0,0.0,0
C103759,1313,43,basic,20,394,0,monthly,card,411,1,0,0.0,0
C103760,689,24,basic,20,366,0,monthly,card,304,0,0,0.0,0
C103761,1805,61,basic,20,416,0,monthly,card,727,0,0,0.0,0
C103762,1100,35,basic,20,389,0,monthly,bank_transfer,230,0,0,0.0,0
C103763,428,13,standard,40,319,0,monthly,card,235,0,0,0.0,0
C103764,1763,56,basic,20,427,0,monthly,card,662,0,0,0.0,0
C103765,1612,55,premium,80,416,0,monthly,card,1603,0,1,0.0,0
C103766,107,1,standard,40,296,0,annual,card,45,0,0,0.0,0
C103767,153,4,basic,20,290,0,monthly,card,94,1,0,0.0,0
C103768,104,2,basic,20,299,0,monthly,card,96,0,0,0.0,0
C103769,1924,66,standard,40,421,2,monthly,card,817,0,0,0.03,0
C103770,166,6,standard,40,288,1,monthly,bank_transfer,82,0,0,0.167,0
C103771,631,22,basic,20,373,0,monthly,bank_transfer,244,0,0,0.0,0
C103772,1453,50,basic,20,385,0,monthly,card,574,0,0,0.0,0
C103773,866,30,standard,40,381,1,annual,card,9,0,0,0.033,1
C103774,1558,49,basic,20,385,0,monthly,card,88,0,0,0.0,0
C103775,529,19,premium,80,338,0,monthly,upi,325,0,1,0.0,0
C103776,1626,55,standard,40,415,1,monthly,card,285,1,0,0.018,0
C103777,167,7,basic,20,319,0,monthly,bank_transfer,79,0,0,0.0,0
C103778,79,1,basic,20,308,0,monthly,card,71,1,0,0.0,0
C103779,1824,58,basic,20,420,1,monthly,card,1231,0,0,0.017,0
C103780,1002,31,standard,40,364,0,monthly,upi,138,1,0,0.0,0
C103781,1672,53,basic,20,391,0,monthly,upi,1402,0,0,0.0,0
C103782,1678,55,basic,20,418,0,annual,card,1664,0,0,0.0,0
C103783,1915,65,standard,40,427,0,monthly,bank_transfer,981,1,0,0.0,0
C103784,283,8,basic,20,337,0,monthly,bank_transfer,99,0,0,0.0,0
C103785,1683,58,basic,20,424,1,monthly,card,522,0,0,0.017,0
C103786,739,24,standard,40,347,2,monthly,bank_transfer,339,1,0,0.083,0
C103787,1902,61,basic,20,417,1,monthly,upi,1199,0,0,0.016,0
C103788,1930,64,premium,80,442,0,monthly,card,828,0,1,0.0,0
C103789,592,20,standard,40,353,0,annual,upi,356,0,0,0.0,0
C103790,786,27,basic,20,327,0,monthly,bank_transfer,377,0,0,0.0,0
C103791,1968,67,basic,20,453,0,monthly,card,1339,1,0,0.0,0
C103792,1479,51,basic,20,407,0,annual,bank_transfer,74,0,0,0.0,0
C103793,576,18,standard,40,321,2,monthly,bank_transfer,98,0,0,0.111,0
C103794,1355,44,basic,20,416,0,monthly,card,264,0,0,0.0,0
C103795,951,32,premium,80,354,0,monthly,card,910,0,1,0.0,0
C103796,610,18,standard,40,362,0,monthly,bank_transfer,82,0,0,0.0,0
C103797,1402,46,basic,20,389,0,annual,bank_transfer,227,0,0,0.0,0
C103798,1885,61,standard,40,436,2,monthly,card,1707,0,0,0.033,0
C103799,1986,65,basic,20,430,0,monthly,card,130,0,0,0.0,0
C103800,78,1,standard,40,280,0,monthly,card,9,0,0,0.0,1
C103801,946,29,standard,40,383,0,monthly,card,899,0,0,0.0,0
C103802,1127,39,basic,20,366,0,monthly,card,544,0,0,0.0,0
C103803,733,24,basic,20,354,5,monthly,bank_transfer,243,0,0,0.208,0
C103804,290,7,premium,80,314,1,monthly,upi,225,0,1,0.143,0
C103805,385,11,standard,40,320,0,annual,card,227,0,0,0.0,0
C103806,1635,53,premium,80,407,0,monthly,upi,244,0,1,0.0,0
C103807,1655,56,basic,20,401,0,monthly,bank_transfer,443,0,0,0.0,0
C103808,1313,41,basic,20,379,1,annual,card,614,0,0,0.024,0
C103809,667,24,basic,20,360,0,monthly,bank_transfer,460,0,0,0.0,0
C103810,772,25,standard,40,349,0,monthly,card,720,0,0,0.0,0
C103811,1348,46,basic,20,384,0,monthly,upi,381,0,0,0.0,0
C103812,1039,33,basic,20,360,0,monthly,card,638,0,0,0.0,0
C103813,960,34,standard,40,352,0,monthly,card,521,0,0,0.0,0
C103814,670,21,standard,40,372,0,annual,card,577,0,0,0.0,0
C103815,821,26,basic,20,364,0,monthly,card,157,0,0,0.0,0
C103816,1366,44,basic,20,393,0,monthly,card,1279,1,0,0.0,0
C103817,641,20,standard,40,319,0,monthly,card,546,1,0,0.0,0
C103818,1891,62,basic,20,459,1,annual,card,505,0,0,0.016,0
C103819,838,28,basic,20,326,0,monthly,card,820,0,0,0.0,0
C103820,1235,43,basic,20,372,0,monthly,card,166,0,0,0.0,0
C103821,715,24,standard,40,371,0,monthly,bank_transfer,21,0,0,0.0,0
C103822,1881,63,standard,40,431,0,monthly,card,66,0,0,0.0,0
C103823,1417,45,basic,20,373,1,monthly,card,709,0,0,0.022,0
C103824,217,5,basic,20,345,0,monthly,bank_transfer,99,0,0,0.0,0
C103825,1622,52,premium,80,382,2,monthly,card,847,0,1,0.038,0
C103826,1596,53,premium,80,440,2,monthly,card,586,1,1,0.038,0
C103827,1649,52,standard,40,395,1,monthly,card,887,1,0,0.019,0
C103828,1717,59,premium,80,410,0,annual,upi,16,0,1,0.0,0
C103829,1014,34,standard,40,356,0,monthly,bank_transfer,658,0,0,0.0,0
C103830,577,21,standard,40,334,0,monthly,card,254,1,0,0.0,0
C103831,754,23,basic,20,349,2,annual,card,187,0,0,0.087,0
C103832,955,31,basic,20,327,0,monthly,card,327,0,0,0.0,0
C103833,1461,48,basic,20,384,0,monthly,card,1403,1,0,0.0,0
C103834,905,31,standard,40,355,1,monthly,card,345,0,0,0.032,0
C103835,647,23,premium,80,302,0,annual,bank_transfer,239,0,1,0.0,0
C103836,443,13,standard,40,308,1,monthly,card,306,0,0,0.077,0
C103837,1395,48,basic,20,416,0,monthly,bank_transfer,175,0,0,0.0,0
C103838,1273,40,basic,20,384,0,monthly,upi,312,0,0,0.0,0
C103839,932,30,basic,20,355,0,monthly,card,905,0,0,0.0,0
C103840,192,6,basic,20,297,0,monthly,upi,31,0,0,0.0,0
C103841,1273,43,standard,40,404,0,annual,upi,334,0,0,0.0,0
C103842,299,10,premium,80,305,0,monthly,bank_transfer,121,0,1,0.0,0
C103843,661,22,basic,20,343,1,monthly,card,539,0,0,0.045,0
C103844,935,29,basic,20,373,0,monthly,bank_transfer,899,0,0,0.0,0
C103845,1901,63,standard,40,429,0,monthly,upi,700,0,0,0.0,0
C103846,1453,46,basic,20,385,0,monthly,bank_transfer,1356,0,0,0.0,0
C103847,1235,40,premium,80,371,1,monthly,card,1163,0,1,0.025,0
C103848,1671,55,basic,20,396,0,annual,bank_transfer,1308,0,0,0.0,0
C103849,1782,57,basic,20,407,0,monthly,upi,1366,1,0,0.0,0
C103850,234,6,basic,20,290,0,annual,card,12,0,0,0.0,1
C103851,611,20,basic,20,338,2,monthly,bank_transfer,185,0,0,0.1,0
C103852,1609,54,standard,40,405,1,annual,card,109,1,0,0.019,0
C103853,870,29,basic,20,372,0,annual,card,766,0,0,0.0,0
C103854,1866,64,basic,20,424,0,monthly,card,34,0,0,0.0,0
C103855,1281,42,basic,20,405,0,monthly,card,1245,0,0,0.0,0
C103856,1749,60,basic,20,442,0,annual,bank_transfer,1645,0,0,0.0,0
C103857,1672,54,basic,20,416,2,monthly,card,1537,0,0,0.037,0
C103858,625,20,standard,40,334,0,monthly,card,98,0,0,0.0,0
C103859,1903,62,standard,40,423,1,monthly,card,630,0,0,0.016,0
C103860,279,8,premium,80,306,0,monthly,card,9,1,1,0.0,1
C103861,904,28,basic,20,356,0,monthly,bank_transfer,584,0,0,0.0,0
C103862,1494,48,basic,20,380,0,monthly,card,208,0,0,0.0,0
C103863,1586,51,basic,20,418,0,monthly,card,37,0,0,0.0,0
C103864,225,7,basic,20,301,0,monthly,upi,186,0,0,0.0,0
C103865,719,23,standard,40,370,0,monthly,card,93,0,0,0.0,0
C103866,1982,67,standard,40,403,0,annual,bank_transfer,1256,1,0,0.0,0
C103867,1572,50,standard,40,353,2,monthly,card,886,0,0,0.04,0
C103868,1123,36,basic,20,402,0,monthly,card,838,0,0,0.0,0
C103869,668,20,basic,20,355,0,monthly,card,651,0,0,0.0,0
C103870,1452,50,premium,80,391,0,monthly,card,241,0,1,0.0,0
C103871,701,22,basic,20,352,1,annual,card,681,1,0,0.045,0
C103872,1813,58,basic,20,414,0,monthly,card,97,0,0,0.0,0
C103873,1256,42,premium,80,411,1,monthly,bank_transfer,578,1,1,0.024,0
C103874,1201,41,standard,40,394,2,monthly,card,615,1,0,0.049,0
C103875,1525,49,standard,40,403,1,annual,card,140,0,0,0.02,0
C103876,1708,58,basic,20,448,1,monthly,bank_transfer,202,0,0,0.017,0
C103877,973,33,basic,20,386,1,monthly,card,487,0,0,0.03,0
C103878,228,8,basic,20,320,0,monthly,upi,147,0,0,0.0,0
C103879,1970,67,standard,40,423,0,monthly,upi,416,0,0,0.0,0
C103880,1479,47,basic,20,384,2,monthly,card,801,0,0,0.043,0
C103881,1719,58,standard,40,414,0,monthly,upi,1329,1,0,0.0,0
C103882,521,17,standard,40,328,0,monthly,upi,136,0,0,0.0,0
C103883,1941,65,standard,40,404,1,monthly,upi,774,0,0,0.015,0
C103884,925,28,basic,20,371,1,monthly,bank_transfer,904,0,0,0.036,0
C103885,171,3,basic,20,337,0,monthly,upi,105,1,0,0.0,0
C103886,1366,44,standard,40,407,0,monthly,bank_transfer,921,1,0,0.0,0
C103887,194,6,standard,40,328,0,monthly,upi,129,0,0,0.0,0
C103888,343,9,standard,40,296,0,monthly,bank_transfer,260,0,0,0.0,0
C103889,50,3,basic,20,304,0,annual,upi,48,0,0,0.0,0
C103890,1135,37,standard,40,348,0,monthly,card,833,0,0,0.0,0
C103891,1634,54,standard,40,467,0,annual,bank_transfer,1139,1,0,0.0,0
C103892,1184,41,basic,20,376,0,monthly,upi,137,0,0,0.0,0
C103893,1652,56,standard,40,436,0,annual,card,414,0,0,0.0,0
C103894,1783,61,standard,40,421,0,monthly,card,1184,0,0,0.0,0
C103895,1986,68,basic,20,459,0,monthly,card,619,0,0,0.0,0
C103896,1013,34,basic,20,389,1,monthly,upi,247,0,0,0.029,0
C103897,334,12,standard,40,330,0,monthly,upi,133,0,0,0.0,0
C103898,1968,66,basic,20,452,1,monthly,card,525,0,0,0.015,0
C103899,400,14,standard,40,336,2,monthly,upi,77,0,0,0.143,0
C103900,1910,64,standard,40,430,0,monthly,card,1294,0,0,0.0,0
C103901,882,31,premium,80,339,0,monthly,card,224,0,1,0.0,0
C103902,413,12,standard,40,317,0,monthly,bank_transfer,120,1,0,0.0,0
C103903,1961,64,basic,20,410,0,monthly,card,734,0,0,0.0,0
C103904,474,13,basic,20,320,0,monthly,card,208,1,0,0.0,0
C103905,454,14,standard,40,334,0,annual,bank_transfer,426,0,0,0.0,0
C103906,190,5,basic,20,335,1,monthly,card,147,0,0,0.2,0
C103907,1231,43,standard,40,387,1,monthly,bank_transfer,239,1,0,0.023,0
C103908,658,22,standard,40,362,0,monthly,card,20,0,0,0.0,0
C103909,1761,59,basic,20,427,0,monthly,upi,447,0,0,0.0,0
C103910,924,32,basic,20,372,0,monthly,bank_transfer,796,1,0,0.0,0
C103911,519,16,standard,40,319,1,monthly,bank_transfer,328,0,0,0.062,0
C103912,1046,36,premium,80,354,0,annual,card,447,0,1,0.0,0
C103913,356,9,basic,20,329,0,monthly,upi,92,0,0,0.0,0
C103914,627,21,premium,80,321,1,monthly,card,254,0,1,0.048,0
C103915,1044,34,standard,40,357,0,monthly,card,302,0,0,0.0,0
C103916,318,8,premium,80,313,0,monthly,card,251,0,1,0.0,0
C103917,622,18,basic,20,340,0,monthly,upi,187,0,0,0.0,0
C103918,1717,59,basic,20,421,0,monthly,upi,623,0,0,0.0,0
C103919,1626,53,standard,40,411,2,monthly,upi,1053,0,0,0.038,0
C103920,602,21,premium,80,343,0,annual,bank_transfer,435,0,1,0.0,0
C103921,1407,46,basic,20,350,0,monthly,card,1338,0,0,0.0,0
C103922,57,1,standard,40,299,1,monthly,upi,54,0,0,1.0,0
C103923,983,32,premium,80,374,0,annual,card,387,0,1,0.0,0
C103924,72,1,basic,20,303,0,monthly,card,39,0,0,0.0,0
C103925,1734,56,standard,40,392,1,monthly,card,479,0,0,0.018,0
C103926,452,15,premium,80,298,0,monthly,card,95,0,1,0.0,0
C103927,1651,56,basic,20,425,0,monthly,bank_transfer,134,0,0,0.0,0
C103928,206,5,basic,20,325,0,monthly,card,37,0,0,0.0,0
C103929,558,18,standard,40,352,0,annual,card,287,0,0,0.0,0
C103930,1663,53,basic,20,415,2,annual,bank_transfer,1092,0,0,0.038,0
C103931,995,33,basic,20,361,1,monthly,card,745,0,0,0.03,0
C103932,1547,51,premium,80,424,2,monthly,card,1090,1,1,0.039,0
C103933,227,9,standard,40,325,0,monthly,upi,55,0,0,0.0,0
C103934,639,20,standard,40,349,0,monthly,card,191,0,0,0.0,0
C103935,1630,55,standard,40,390,2,monthly,bank_transfer,1143,1,0,0.036,0
C103936,871,30,basic,20,354,1,monthly,card,400,0,0,0.033,0
C103937,882,31,basic,20,378,0,monthly,card,399,0,0,0.0,0
C103938,1570,53,basic,20,440,0,monthly,bank_transfer,1546,1,0,0.0,0
C103939,1567,52,basic,20,432,0,monthly,card,908,1,0,0.0,0
C103940,51,3,standard,40,310,1,monthly,card,17,1,0,0.333,0
C103941,1165,36,standard,40,359,2,monthly,card,1037,0,0,0.056,0
C103942,1110,36,basic,20,390,0,monthly,card,468,0,0,0.0,0
C103943,1119,36,basic,20,360,1,monthly,card,892,0,0,0.028,0
C103944,871,28,basic,20,326,1,monthly,card,153,0,0,0.036,0
C103945,127,4,standard,40,337,1,monthly,card,41,0,0,0.25,0
C103946,1197,37,basic,20,385,0,monthly,upi,956,1,0,0.0,0
C103947,1933,66,basic,20,429,0,annual,card,678,0,0,0.0,0
C103948,464,17,standard,40,348,1,monthly,card,385,0,0,0.059,0
C103949,666,21,basic,20,329,2,monthly,bank_transfer,305,0,0,0.095,0
C103950,1732,55,basic,20,413,0,monthly,upi,1648,0,0,0.0,0
C103951,1139,35,standard,40,389,0,monthly,card,353,0,0,0.0,0
C103952,617,18,basic,20,359,0,monthly,card,210,0,0,0.0,0
C103953,373,13,standard,40,322,0,monthly,card,190,0,0,0.0,0
C103954,1989,67,basic,20,404,0,monthly,card,797,0,0,0.0,0
C103955,1347,43,basic,20,377,0,monthly,card,693,0,0,0.0,0
C103956,600,18,basic,20,337,0,monthly,card,454,0,0,0.0,0
C103957,1703,54,premium,80,425,0,monthly,card,1690,0,1,0.0,0
C103958,640,23,standard,40,362,0,monthly,card,191,0,0,0.0,0
C103959,1757,60,premium,80,433,1,monthly,card,592,1,1,0.017,0
C103960,272,8,standard,40,293,1,monthly,bank_transfer,48,0,0,0.125,0
C103961,1884,60,standard,40,402,0,monthly,card,815,0,0,0.0,0
C103962,590,18,basic,20,337,0,monthly,card,566,0,0,0.0,0
C103963,989,34,basic,20,337,1,annual,card,847,1,0,0.029,0
C103964,61,4,basic,20,315,0,annual,card,2,0,0,0.0,1
C103965,420,15,basic,20,337,1,monthly,bank_transfer,114,0,0,0.067,0
C103966,306,9,basic,20,284,0,monthly,upi,111,0,0,0.0,0
C103967,561,17,basic,20,328,0,monthly,card,106,0,0,0.0,0
C103968,1207,38,basic,20,362,0,monthly,card,25,0,0,0.0,0
C103969,412,11,basic,20,320,1,monthly,bank_transfer,109,0,0,0.091,0
C103970,1121,38,basic,20,418,0,annual,card,1089,1,0,0.0,0
C103971,1931,64,standard,40,432,2,monthly,upi,1437,0,0,0.031,0
C103972,913,30,premium,80,367,1,annual,card,716,0,1,0.033,0
C103973,243,8,basic,20,306,1,monthly,bank_transfer,100,0,0,0.125,0
C103974,1708,55,basic,20,416,0,monthly,card,1523,0,0,0.0,0
C103975,405,12,basic,20,287,0,monthly,card,205,0,0,0.0,0
C103976,773,27,premium,80,384,1,monthly,card,0,0,1,0.037,1
C103977,242,7,basic,20,294,0,monthly,bank_transfer,223,0,0,0.0,0
C103978,108,2,standard,40,320,0,annual,bank_transfer,69,0,0,0.0,0
C103979,1779,58,basic,20,421,0,annual,upi,1685,0,0,0.0,0
C103980,657,22,basic,20,341,1,monthly,card,458,0,0,0.045,0
C103981,633,20,basic,20,323,1,monthly,bank_transfer,368,0,0,0.05,0
C103982,811,25,basic,20,346,0,monthly,card,726,0,0,0.0,0
C103983,1976,63,premium,80,415,0,annual,card,1845,0,1,0.0,0
C103984,1434,49,basic,20,439,1,monthly,card,141,0,0,0.02,0
C103985,1030,35,standard,40,360,0,monthly,card,13,0,0,0.0,1
C103986,709,21,standard,40,343,0,monthly,bank_transfer,467,0,0,0.0,0
C103987,87,3,standard,40,295,0,annual,upi,70,0,0,0.0,0
C103988,1849,62,basic,20,421,0,monthly,card,530,0,0,0.0,0
C103989,1079,37,basic,20,376,1,annual,card,826,0,0,0.027,0
C103990,910,31,basic,20,376,0,monthly,bank_transfer,149,0,0,0.0,0
C103991,476,14,basic,20,316,0,monthly,upi,261,0,0,0.0,0
C103992,95,4,standard,40,302,0,monthly,card,62,0,0,0.0,0
C103993,1974,67,basic,20,423,1,monthly,upi,1356,0,0,0.015,0
C103994,1813,62,standard,40,435,0,monthly,upi,1097,0,0,0.0,0
C103995,1307,45,basic,20,413,1,monthly,card,437,0,0,0.022,0
C103996,1952,63,premium,80,429,0,monthly,bank_transfer,382,0,1,0.0,0
C103997,1097,35,basic,20,388,0,monthly,card,914,0,0,0.0,0
C103998,1150,36,basic,20,374,0,monthly,bank_transfer,804,0,0,0.0,0
C103999,1607,53,premium,80,388,0,monthly,card,972,1,1,0.0,0
C104000,1041,33,basic,20,357,0,monthly,card,950,0,0,0.0,0
C104001,256,9,premium,80,274,0,monthly,card,132,0,1,0.0,0
C104002,803,28,basic,20,345,0,monthly,bank_transfer,404,0,0,0.0,0
C104003,708,23,basic,20,338,0,monthly,upi,422,0,0,0.0,0
C104004,1489,48,standard,40,390,0,monthly,card,966,0,0,0.0,0
C104005,1844,59,premium,80,420,0,monthly,card,78,0,1,0.0,0
C104006,630,23,basic,20,354,0,monthly,upi,308,0,0,0.0,0
C104007,408,11,premium,80,283,1,monthly,card,214,1,1,0.091,0
C104008,1231,40,standard,40,381,0,annual,upi,1056,0,0,0.0,0
C104009,1480,48,standard,40,372,0,annual,bank_transfer,889,1,0,0.0,0
C104010,1968,65,basic,20,419,3,monthly,bank_transfer,1451,1,0,0.046,0
C104011,738,25,basic,20,345,0,monthly,card,705,1,0,0.0,0
C104012,336,9,premium,80,320,0,annual,card,177,0,1,0.0,0
C104013,808,26,premium,80,367,0,monthly,card,799,0,1,0.0,0
C104014,533,19,basic,20,365,1,annual,card,334,0,0,0.053,0
C104015,297,10,basic,20,301,0,annual,card,200,0,0,0.0,0
C104016,1639,54,basic,20,389,1,monthly,card,950,0,0,0.019,0
C104017,37,1,standard,40,301,1,monthly,bank_transfer,27,0,0,1.0,0
C104018,1973,64,basic,20,456,0,monthly,upi,469,0,0,0.0,0
